text_chunk
"Purchase Order PO-10001 | Supplier: Orrentek Precision Mfg (ID: SUP-001) | Region: APAC | Country: China | Tier: Tier-1 | Risk Level: Low | Product Category: Electronic Components | SKU: SKU-EC-1001 | PO Value: $70,121.14 | Units Ordered: 9013 | Units Delivered On Time: 8598 | Units Rejected: 12 | OTD Rate: 95.4% | Defect Rate: 0.14% | Compliance Score: 88 | Sustainability Score: 77 | Lead Time: 14 days | Certifications: ISO9001;ISO14001;RoHS | Last Audit: 2023-08-12 | Active Disruption: No active disruption | Quarter: Q1-2023"
"Purchase Order PO-11212 | Supplier: Lyon Polymer Sas (ID: SUP-052) | Region: EMEA | Country: France | Tier: Tier-1 | Risk Level: Medium | Product Category: Raw Materials | SKU: SKU-RM-1216 | PO Value: $36,671.60 | Units Ordered: 3742 | Units Delivered On Time: 3648 | Units Rejected: 44 | OTD Rate: 97.5% | Defect Rate: 1.19% | Compliance Score: 99 | Sustainability Score: 93 | Lead Time: 37 days | Certifications: ISO9001;ISO14001;REACH | Last Audit: 2024-08-05 | Active Disruption: Port congestion risk | Quarter: Q3-2024"
"Purchase Order PO-11213 | Supplier: Bordeaux Pack Sas (ID: SUP-053) | Region: EMEA | Country: France | Tier: Tier-2 | Risk Level: Low | Product Category: Packaging Materials | SKU: SKU-PM-1259 | PO Value: $51,576.60 | Units Ordered: 19245 | Units Delivered On Time: 15819 | Units Rejected: 254 | OTD Rate: 82.2% | Defect Rate: 1.32% | Compliance Score: 70 | Sustainability Score: 66 | Lead Time: 28 days | Certifications: FSC;ISO14001;ISO9001 | Last Audit: 2023-07-09 | Active Disruption: No active disruption | Quarter: Q4-2023"
"Purchase Order PO-11214 | Supplier: Lumivex Semiconductor Nl (ID: SUP-054) | Region: EMEA | Country: Netherlands | Tier: Tier-1 | Risk Level: Medium | Product Category: Electronic Components | SKU: SKU-EC-1174 | PO Value: $102,165.45 | Units Ordered: 12851 | Units Delivered On Time: 12555 | Units Rejected: 188 | OTD Rate: 97.7% | Defect Rate: 1.47% | Compliance Score: 87 | Sustainability Score: 79 | Lead Time: 35 days | Certifications: ISO9001;AEC-Q100;RoHS | Last Audit: 2024-04-29 | Active Disruption: Tariff adjustment pending | Quarter: Q1-2023"
"Purchase Order PO-11215 | Supplier: Rotterdam Chem Bv (ID: SUP-055) | Region: EMEA | Country: Netherlands | Tier: Tier-1 | Risk Level: Low | Product Category: Raw Materials | SKU: SKU-RM-1217 | PO Value: $95,948.55 | Units Ordered: 12879 | Units Delivered On Time: 11565 | Units Rejected: 153 | OTD Rate: 89.8% | Defect Rate: 1.19% | Compliance Score: 94 | Sustainability Score: 94 | Lead Time: 9 days | Certifications: ISO9001;ISO14001;REACH | Last Audit: 2023-11-30 | Active Disruption: No active disruption | Quarter: Q4-2023"
"Purchase Order PO-11216 | Supplier: Solveig Eco Packaging (ID: SUP-056) | Region: EMEA | Country: Sweden | Tier: Tier-1 | Risk Level: Low | Product Category: Packaging Materials | SKU: SKU-PM-1260 | PO Value: $14,160.25 | Units Ordered: 4357 | Units Delivered On Time: 4169 | Units Rejected: 48 | OTD Rate: 95.7% | Defect Rate: 1.12% | Compliance Score: 91 | Sustainability Score: 90 | Lead Time: 41 days | Certifications: FSC;ISO14001;ISO9001 | Last Audit: 2024-02-22 | Active Disruption: No active disruption | Quarter: Q1-2023"
"Purchase Order PO-11217 | Supplier: Norrsken Textiles Ab (ID: SUP-057) | Region: EMEA | Country: Sweden | Tier: Tier-1 | Risk Level: Medium | Product Category: Industrial Textiles | SKU: SKU-IT-1167 | PO Value: $52,466.61 | Units Ordered: 12117 | Units Delivered On Time: 11898 | Units Rejected: 36 | OTD Rate: 98.2% | Defect Rate: 0.3% | Compliance Score: 84 | Sustainability Score: 98 | Lead Time: 35 days | Certifications: OEKO-TEX;ISO9001;ISO14001 | Last Audit: 2023-05-31 | Active Disruption: No active disruption | Quarter: Q2-2024"
"Purchase Order PO-11218 | Supplier: Norbec Alloy Works (ID: SUP-058) | Region: EMEA | Country: Norway | Tier: Tier-1 | Risk Level: Low | Product Category: Specialty Alloys | SKU: SKU-SA-1198 | PO Value: $160,236.56 | Units Ordered: 10711 | Units Delivered On Time: 9961 | Units Rejected: 58 | OTD Rate: 93.0% | Defect Rate: 0.55% | Compliance Score: 97 | Sustainability Score: 82 | Lead Time: 30 days | Certifications: ISO9001;ISO14001;AS9100 | Last Audit: 2023-04-11 | Active Disruption: No active disruption | Quarter: Q4-2024"
"Purchase Order PO-11219 | Supplier: Fjord Polymer As (ID: SUP-059) | Region: EMEA | Country: Norway | Tier: Tier-1 | Risk Level: Low | Product Category: Raw Materials | SKU: SKU-RM-1218 | PO Value: $85,190.40 | Units Ordered: 7344 | Units Delivered On Time: 7028 | Units Rejected: 93 | OTD Rate: 95.7% | Defect Rate: 1.27% | Compliance Score: 84 | Sustainability Score: 94 | Lead Time: 41 days | Certifications: ISO9001;ISO14001;REACH | Last Audit: 2024-02-13 | Active Disruption: No active disruption | Quarter: Q4-2023"
"Purchase Order PO-11220 | Supplier: Nordloom Finland Oy (ID: SUP-060) | Region: EMEA | Country: Finland | Tier: Tier-1 | Risk Level: Low | Product Category: Industrial Textiles | SKU: SKU-IT-1168 | PO Value: $10,823.12 | Units Ordered: 2008 | Units Delivered On Time: 1891 | Units Rejected: 10 | OTD Rate: 94.2% | Defect Rate: 0.51% | Compliance Score: 89 | Sustainability Score: 97 | Lead Time: 10 days | Certifications: OEKO-TEX;ISO9001;ISO14001 | Last Audit: 2024-06-10 | Active Disruption: No active disruption | Quarter: Q1-2023"
"Purchase Order PO-11221 | Supplier: Helsinki Pack Oy (ID: SUP-061) | Region: EMEA | Country: Finland | Tier: Tier-2 | Risk Level: High | Product Category: Packaging Materials | SKU: SKU-PM-1261 | PO Value: $18,483.41 | Units Ordered: 16357 | Units Delivered On Time: 13968 | Units Rejected: 243 | OTD Rate: 85.4% | Defect Rate: 1.49% | Compliance Score: 79 | Sustainability Score: 52 | Lead Time: 15 days | Certifications: FSC;ISO9001 | Last Audit: 2023-02-19 | Active Disruption: Political instability flag | Quarter: Q2-2024"
"Purchase Order PO-11222 | Supplier: Borealis Composites (ID: SUP-062) | Region: EMEA | Country: Denmark | Tier: Tier-1 | Risk Level: Medium | Product Category: Raw Materials | SKU: SKU-RM-1219 | PO Value: $142,689.05 | Units Ordered: 9481 | Units Delivered On Time: 9376 | Units Rejected: 70 | OTD Rate: 98.9% | Defect Rate: 0.74% | Compliance Score: 81 | Sustainability Score: 89 | Lead Time: 13 days | Certifications: ISO9001;ISO14001;REACH | Last Audit: 2023-07-01 | Active Disruption: Port congestion risk | Quarter: Q4-2024"
"Purchase Order PO-11223 | Supplier: Elsinor Pack As (ID: SUP-063) | Region: EMEA | Country: Denmark | Tier: Tier-2 | Risk Level: Medium | Product Category: Packaging Materials | SKU: SKU-PM-1262 | PO Value: $53,897.25 | Units Ordered: 22935 | Units Delivered On Time: 21260 | Units Rejected: 426 | OTD Rate: 92.7% | Defect Rate: 1.86% | Compliance Score: 85 | Sustainability Score: 76 | Lead Time: 32 days | Certifications: FSC;ISO9001 | Last Audit: 2024-03-27 | Active Disruption: Port congestion risk | Quarter: Q1-2023"
"Purchase Order PO-11224 | Supplier: Ostwind Composites Ag (ID: SUP-064) | Region: EMEA | Country: Austria | Tier: Tier-1 | Risk Level: Medium | Product Category: Raw Materials | SKU: SKU-RM-1220 | PO Value: $53,701.80 | Units Ordered: 4366 | Units Delivered On Time: 4064 | Units Rejected: 25 | OTD Rate: 93.1% | Defect Rate: 0.58% | Compliance Score: 85 | Sustainability Score: 71 | Lead Time: 36 days | Certifications: ISO9001;ISO14001;REACH | Last Audit: 2023-01-20 | Active Disruption: Geopolitical tension flag | Quarter: Q3-2023"
"Purchase Order PO-11225 | Supplier: Wiener Alloy Gmbh (ID: SUP-065) | Region: EMEA | Country: Austria | Tier: Tier-2 | Risk Level: High | Product Category: Specialty Alloys | SKU: SKU-SA-1199 | PO Value: $101,025.12 | Units Ordered: 3934 | Units Delivered On Time: 3438 | Units Rejected: 25 | OTD Rate: 87.4% | Defect Rate: 0.66% | Compliance Score: 82 | Sustainability Score: 78 | Lead Time: 41 days | Certifications: ISO9001;NADCAP | Last Audit: 2024-02-11 | Active Disruption: Export license risk | Quarter: Q1-2024"
"Purchase Order PO-11226 | Supplier: Valdoro Special Alloys (ID: SUP-066) | Region: EMEA | Country: Italy | Tier: Tier-1 | Risk Level: High | Product Category: Specialty Alloys | SKU: SKU-SA-1200 | PO Value: $69,768.44 | Units Ordered: 3719 | Units Delivered On Time: 3674 | Units Rejected: 46 | OTD Rate: 98.8% | Defect Rate: 1.25% | Compliance Score: 88 | Sustainability Score: 72 | Lead Time: 20 days | Certifications: ISO9001;ISO14001;NADCAP | Last Audit: 2023-12-20 | Active Disruption: Audit overdue; compliance review | Quarter: Q3-2023"
"Purchase Order PO-11227 | Supplier: Braccio Metalli Spa (ID: SUP-067) | Region: EMEA | Country: Italy | Tier: Tier-2 | Risk Level: High | Product Category: Specialty Alloys | SKU: SKU-SA-1201 | PO Value: $93,618.30 | Units Ordered: 2991 | Units Delivered On Time: 2799 | Units Rejected: 45 | OTD Rate: 93.6% | Defect Rate: 1.52% | Compliance Score: 81 | Sustainability Score: 82 | Lead Time: 26 days | Certifications: ISO9001;NADCAP | Last Audit: 2024-09-09 | Active Disruption: Currency volatility flag | Quarter: Q2-2023"
"Purchase Order PO-11228 | Supplier: Milano Textil Srl (ID: SUP-068) | Region: EMEA | Country: Italy | Tier: Tier-2 | Risk Level: Low | Product Category: Industrial Textiles | SKU: SKU-IT-1169 | PO Value: $90,595.96 | Units Ordered: 24889 | Units Delivered On Time: 20110 | Units Rejected: 363 | OTD Rate: 80.8% | Defect Rate: 1.46% | Compliance Score: 74 | Sustainability Score: 75 | Lead Time: 28 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2023-08-12 | Active Disruption: No active disruption | Quarter: Q2-2023"
"Purchase Order PO-11229 | Supplier: Ibervex Quimica Sl (ID: SUP-069) | Region: EMEA | Country: Spain | Tier: Tier-2 | Risk Level: Medium | Product Category: Raw Materials | SKU: SKU-RM-1221 | PO Value: $200,931.72 | Units Ordered: 10092 | Units Delivered On Time: 8638 | Units Rejected: 292 | OTD Rate: 85.6% | Defect Rate: 2.9% | Compliance Score: 84 | Sustainability Score: 66 | Lead Time: 30 days | Certifications: ISO9001;REACH | Last Audit: 2023-10-29 | Active Disruption: Port congestion risk | Quarter: Q3-2023"
"Purchase Order PO-11230 | Supplier: Catalan Pack Sa (ID: SUP-070) | Region: EMEA | Country: Spain | Tier: Tier-2 | Risk Level: Low | Product Category: Packaging Materials | SKU: SKU-PM-1263 | PO Value: $32,703.60 | Units Ordered: 27253 | Units Delivered On Time: 23628 | Units Rejected: 850 | OTD Rate: 86.7% | Defect Rate: 3.12% | Compliance Score: 70 | Sustainability Score: 75 | Lead Time: 13 days | Certifications: FSC;ISO9001 | Last Audit: 2023-04-21 | Active Disruption: No active disruption | Quarter: Q4-2024"
"Purchase Order PO-11231 | Supplier: Ferralux Gulf Fze (ID: SUP-071) | Region: EMEA | Country: UAE | Tier: Tier-2 | Risk Level: Medium | Product Category: Specialty Alloys | SKU: SKU-SA-1202 | PO Value: $303,495.12 | Units Ordered: 27416 | Units Delivered On Time: 25716 | Units Rejected: 803 | OTD Rate: 93.8% | Defect Rate: 2.93% | Compliance Score: 90 | Sustainability Score: 79 | Lead Time: 17 days | Certifications: ISO9001;ISO14001 | Last Audit: 2024-07-03 | Active Disruption: No active disruption | Quarter: Q4-2024"
"Purchase Order PO-11232 | Supplier: Almaral Steel Fzc (ID: SUP-072) | Region: EMEA | Country: UAE | Tier: Tier-2 | Risk Level: Medium | Product Category: Specialty Alloys | SKU: SKU-SA-1203 | PO Value: $364,571.10 | Units Ordered: 15286 | Units Delivered On Time: 14078 | Units Rejected: 105 | OTD Rate: 92.1% | Defect Rate: 0.69% | Compliance Score: 73 | Sustainability Score: 64 | Lead Time: 25 days | Certifications: ISO9001 | Last Audit: 2024-03-12 | Active Disruption: Tariff adjustment pending | Quarter: Q4-2024"
"Purchase Order PO-11233 | Supplier: Dubai Pack Fze (ID: SUP-073) | Region: EMEA | Country: UAE | Tier: Tier-2 | Risk Level: High | Product Category: Packaging Materials | SKU: SKU-PM-1264 | PO Value: $84,037.28 | Units Ordered: 33886 | Units Delivered On Time: 31412 | Units Rejected: 355 | OTD Rate: 92.7% | Defect Rate: 1.05% | Compliance Score: 84 | Sustainability Score: 63 | Lead Time: 39 days | Certifications: FSC;ISO9001 | Last Audit: 2024-08-09 | Active Disruption: Port closure risk | Quarter: Q2-2024"
"Purchase Order PO-11234 | Supplier: Novex Fab Polska (ID: SUP-074) | Region: EMEA | Country: Poland | Tier: Tier-2 | Risk Level: High | Product Category: Mechanical Components | SKU: SKU-MC-1203 | PO Value: $355,583.07 | Units Ordered: 65727 | Units Delivered On Time: 59680 | Units Rejected: 2030 | OTD Rate: 90.8% | Defect Rate: 3.09% | Compliance Score: 67 | Sustainability Score: 79 | Lead Time: 30 days | Certifications: ISO9001 | Last Audit: 2023-03-04 | Active Disruption: Export license risk | Quarter: Q4-2024"
"Purchase Order PO-11235 | Supplier: Vistula Pack Sp (ID: SUP-075) | Region: EMEA | Country: Poland | Tier: Tier-3 | Risk Level: High | Product Category: Packaging Materials | SKU: SKU-PM-1265 | PO Value: $29,344.26 | Units Ordered: 11418 | Units Delivered On Time: 8095 | Units Rejected: 490 | OTD Rate: 70.9% | Defect Rate: 4.3% | Compliance Score: 57 | Sustainability Score: 55 | Lead Time: 27 days | Certifications: FSC;ISO9001 | Last Audit: 2023-08-18 | Active Disruption: Currency volatility flag | Quarter: Q3-2023"
"Purchase Order PO-11236 | Supplier: Balticprint Ou (ID: SUP-076) | Region: EMEA | Country: Estonia | Tier: Tier-2 | Risk Level: High | Product Category: Packaging Materials | SKU: SKU-PM-1266 | PO Value: $111,054.94 | Units Ordered: 40531 | Units Delivered On Time: 35950 | Units Rejected: 535 | OTD Rate: 88.7% | Defect Rate: 1.32% | Compliance Score: 72 | Sustainability Score: 53 | Lead Time: 33 days | Certifications: FSC;ISO9001 | Last Audit: 2024-08-06 | Active Disruption: Regulatory enforcement pending | Quarter: Q1-2024"
"Purchase Order PO-11237 | Supplier: Kovalev Metalburg (ID: SUP-077) | Region: EMEA | Country: Czechia | Tier: Tier-2 | Risk Level: Low | Product Category: Mechanical Components | SKU: SKU-MC-1204 | PO Value: $85,375.47 | Units Ordered: 14253 | Units Delivered On Time: 11487 | Units Rejected: 85 | OTD Rate: 80.6% | Defect Rate: 0.6% | Compliance Score: 87 | Sustainability Score: 59 | Lead Time: 30 days | Certifications: ISO9001;IATF16949 | Last Audit: 2024-03-16 | Active Disruption: No active disruption | Quarter: Q1-2024"
"Purchase Order PO-11238 | Supplier: Varna Electronics Ead (ID: SUP-078) | Region: EMEA | Country: Bulgaria | Tier: Tier-3 | Risk Level: High | Product Category: Electronic Components | SKU: SKU-EC-1175 | PO Value: $313,486.34 | Units Ordered: 32723 | Units Delivered On Time: 25131 | Units Rejected: 978 | OTD Rate: 76.8% | Defect Rate: 2.99% | Compliance Score: 75 | Sustainability Score: 64 | Lead Time: 28 days | Certifications: ISO9001;RoHS | Last Audit: 2024-09-04 | Active Disruption: Political instability flag | Quarter: Q3-2024"
"Purchase Order PO-11239 | Supplier: Helios Pack Greece (ID: SUP-079) | Region: EMEA | Country: Greece | Tier: Tier-3 | Risk Level: Medium | Product Category: Packaging Materials | SKU: SKU-PM-1267 | PO Value: $156,621.30 | Units Ordered: 84205 | Units Delivered On Time: 66858 | Units Rejected: 1709 | OTD Rate: 79.4% | Defect Rate: 2.03% | Compliance Score: 59 | Sustainability Score: 38 | Lead Time: 39 days | Certifications: ISO9001 | Last Audit: 2024-07-12 | Active Disruption: No active disruption | Quarter: Q2-2024"
"Purchase Order PO-11240 | Supplier: Maghreb Castworks (ID: SUP-080) | Region: EMEA | Country: Morocco | Tier: Tier-3 | Risk Level: High | Product Category: Mechanical Components | SKU: SKU-MC-1205 | PO Value: $155,400.21 | Units Ordered: 23653 | Units Delivered On Time: 17432 | Units Rejected: 1036 | OTD Rate: 73.7% | Defect Rate: 4.38% | Compliance Score: 74 | Sustainability Score: 32 | Lead Time: 46 days | Certifications: ISO9001 | Last Audit: 2023-07-20 | Active Disruption: Port closure risk | Quarter: Q3-2024"
"Purchase Order PO-11241 | Supplier: Lisbon Polymer Lda (ID: SUP-081) | Region: EMEA | Country: Portugal | Tier: Tier-2 | Risk Level: High | Product Category: Raw Materials | SKU: SKU-RM-1222 | PO Value: $779,313.60 | Units Ordered: 43440 | Units Delivered On Time: 37879 | Units Rejected: 1355 | OTD Rate: 87.2% | Defect Rate: 3.12% | Compliance Score: 72 | Sustainability Score: 49 | Lead Time: 26 days | Certifications: ISO9001;REACH | Last Audit: 2024-09-17 | Active Disruption: Export license risk | Quarter: Q4-2024"
"Purchase Order PO-11242 | Supplier: Veltara Packing Solutions (ID: SUP-082) | Region: LATAM | Country: Brazil | Tier: Tier-2 | Risk Level: High | Product Category: Packaging Materials | SKU: SKU-PM-1268 | PO Value: $161,608.59 | Units Ordered: 50661 | Units Delivered On Time: 44075 | Units Rejected: 749 | OTD Rate: 87.0% | Defect Rate: 1.48% | Compliance Score: 71 | Sustainability Score: 84 | Lead Time: 28 days | Certifications: FSC;ISO9001 | Last Audit: 2023-02-09 | Active Disruption: Currency volatility flag | Quarter: Q4-2023"
"Purchase Order PO-11243 | Supplier: Sao Paulo Polymer (ID: SUP-083) | Region: LATAM | Country: Brazil | Tier: Tier-2 | Risk Level: Low | Product Category: Raw Materials | SKU: SKU-RM-1223 | PO Value: $113,875.74 | Units Ordered: 9081 | Units Delivered On Time: 8300 | Units Rejected: 171 | OTD Rate: 91.4% | Defect Rate: 1.89% | Compliance Score: 88 | Sustainability Score: 81 | Lead Time: 32 days | Certifications: ISO9001 | Last Audit: 2024-01-05 | Active Disruption: No active disruption | Quarter: Q1-2024"
"Purchase Order PO-11244 | Supplier: Recife Textiles Sa (ID: SUP-084) | Region: LATAM | Country: Brazil | Tier: Tier-2 | Risk Level: Medium | Product Category: Industrial Textiles | SKU: SKU-IT-1170 | PO Value: $36,437.08 | Units Ordered: 9391 | Units Delivered On Time: 8527 | Units Rejected: 139 | OTD Rate: 90.8% | Defect Rate: 1.49% | Compliance Score: 90 | Sustainability Score: 69 | Lead Time: 30 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2023-10-02 | Active Disruption: Seasonal flood risk | Quarter: Q2-2024"
"Purchase Order PO-11245 | Supplier: Minas Gerais Alloys (ID: SUP-085) | Region: LATAM | Country: Brazil | Tier: Tier-2 | Risk Level: Medium | Product Category: Specialty Alloys | SKU: SKU-SA-1204 | PO Value: $309,839.20 | Units Ordered: 10960 | Units Delivered On Time: 9020 | Units Rejected: 330 | OTD Rate: 82.3% | Defect Rate: 3.02% | Compliance Score: 79 | Sustainability Score: 77 | Lead Time: 18 days | Certifications: ISO9001 | Last Audit: 2024-06-29 | Active Disruption: No active disruption | Quarter: Q4-2023"
"Purchase Order PO-11246 | Supplier: Tecovar Industrial Textiles (ID: SUP-086) | Region: LATAM | Country: Mexico | Tier: Tier-2 | Risk Level: High | Product Category: Industrial Textiles | SKU: SKU-IT-1171 | PO Value: $85,049.16 | Units Ordered: 13762 | Units Delivered On Time: 12468 | Units Rejected: 381 | OTD Rate: 90.6% | Defect Rate: 2.77% | Compliance Score: 92 | Sustainability Score: 73 | Lead Time: 19 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2023-09-24 | Active Disruption: Export license risk | Quarter: Q3-2024"
"Purchase Order PO-11247 | Supplier: Guadalajara Mold Co (ID: SUP-087) | Region: LATAM | Country: Mexico | Tier: Tier-2 | Risk Level: Medium | Product Category: Mechanical Components | SKU: SKU-MC-1206 | PO Value: $299,836.53 | Units Ordered: 44289 | Units Delivered On Time: 35165 | Units Rejected: 1023 | OTD Rate: 79.4% | Defect Rate: 2.31% | Compliance Score: 77 | Sustainability Score: 59 | Lead Time: 22 days | Certifications: ISO9001;IATF16949 | Last Audit: 2024-08-26 | Active Disruption: No active disruption | Quarter: Q3-2023"
"Purchase Order PO-11248 | Supplier: Monterrey Pack Sa (ID: SUP-088) | Region: LATAM | Country: Mexico | Tier: Tier-2 | Risk Level: Medium | Product Category: Packaging Materials | SKU: SKU-PM-1269 | PO Value: $60,165.54 | Units Ordered: 38322 | Units Delivered On Time: 31347 | Units Rejected: 896 | OTD Rate: 81.8% | Defect Rate: 2.34% | Compliance Score: 77 | Sustainability Score: 81 | Lead Time: 33 days | Certifications: FSC;ISO9001 | Last Audit: 2024-01-10 | Active Disruption: Seasonal flood risk | Quarter: Q3-2024"
"Purchase Order PO-11249 | Supplier: Yucatan Polymer Mfg (ID: SUP-089) | Region: LATAM | Country: Mexico | Tier: Tier-3 | Risk Level: High | Product Category: Raw Materials | SKU: SKU-RM-1224 | PO Value: $127,937.10 | Units Ordered: 12858 | Units Delivered On Time: 7804 | Units Rejected: 428 | OTD Rate: 60.7% | Defect Rate: 3.33% | Compliance Score: 66 | Sustainability Score: 46 | Lead Time: 38 days | Certifications: ISO9001 | Last Audit: 2023-01-08 | Active Disruption: Typhoon season disruption | Quarter: Q1-2024"
"Purchase Order PO-11250 | Supplier: Plataforma Metales Sa (ID: SUP-090) | Region: LATAM | Country: Argentina | Tier: Tier-3 | Risk Level: High | Product Category: Raw Materials | SKU: SKU-RM-1225 | PO Value: $331,403.47 | Units Ordered: 27779 | Units Delivered On Time: 18111 | Units Rejected: 908 | OTD Rate: 65.2% | Defect Rate: 3.27% | Compliance Score: 53 | Sustainability Score: 62 | Lead Time: 22 days | Certifications: ISO9001 | Last Audit: 2023-08-30 | Active Disruption: Political instability flag | Quarter: Q2-2024"
"Purchase Order PO-11251 | Supplier: Patagonia Alloys Srl (ID: SUP-091) | Region: LATAM | Country: Argentina | Tier: Tier-3 | Risk Level: Medium | Product Category: Specialty Alloys | SKU: SKU-SA-1205 | PO Value: $174,579.93 | Units Ordered: 11403 | Units Delivered On Time: 7674 | Units Rejected: 150 | OTD Rate: 67.3% | Defect Rate: 1.32% | Compliance Score: 76 | Sustainability Score: 53 | Lead Time: 37 days | Certifications: ISO9001 | Last Audit: 2023-08-10 | Active Disruption: Regulatory audit pending | Quarter: Q4-2023"
"Purchase Order PO-11252 | Supplier: Buenos Aires Pack (ID: SUP-092) | Region: LATAM | Country: Argentina | Tier: Tier-3 | Risk Level: Medium | Product Category: Packaging Materials | SKU: SKU-PM-1270 | PO Value: $77,319.01 | Units Ordered: 28531 | Units Delivered On Time: 22739 | Units Rejected: 687 | OTD Rate: 79.7% | Defect Rate: 2.41% | Compliance Score: 56 | Sustainability Score: 56 | Lead Time: 51 days | Certifications: ISO9001 | Last Audit: 2023-09-30 | Active Disruption: Port congestion risk | Quarter: Q1-2023"
"Purchase Order PO-11253 | Supplier: Andino Fiber Corp (ID: SUP-093) | Region: LATAM | Country: Colombia | Tier: Tier-2 | Risk Level: Low | Product Category: Industrial Textiles | SKU: SKU-IT-1172 | PO Value: $68,938.16 | Units Ordered: 16259 | Units Delivered On Time: 15315 | Units Rejected: 133 | OTD Rate: 94.2% | Defect Rate: 0.82% | Compliance Score: 87 | Sustainability Score: 54 | Lead Time: 36 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2024-08-28 | Active Disruption: No active disruption | Quarter: Q2-2023"
"Purchase Order PO-11254 | Supplier: Bogota Pack Ltda (ID: SUP-094) | Region: LATAM | Country: Colombia | Tier: Tier-3 | Risk Level: High | Product Category: Packaging Materials | SKU: SKU-PM-1271 | PO Value: $28,587.50 | Units Ordered: 22870 | Units Delivered On Time: 16946 | Units Rejected: 697 | OTD Rate: 74.1% | Defect Rate: 3.05% | Compliance Score: 69 | Sustainability Score: 38 | Lead Time: 18 days | Certifications: FSC;ISO9001 | Last Audit: 2023-12-05 | Active Disruption: Audit overdue; compliance review | Quarter: Q3-2023"
"Purchase Order PO-11255 | Supplier: Cerromax Mineria (ID: SUP-095) | Region: LATAM | Country: Peru | Tier: Tier-3 | Risk Level: Medium | Product Category: Raw Materials | SKU: SKU-RM-1226 | PO Value: $763,620.62 | Units Ordered: 63266 | Units Delivered On Time: 47449 | Units Rejected: 2663 | OTD Rate: 75.0% | Defect Rate: 4.21% | Compliance Score: 74 | Sustainability Score: 57 | Lead Time: 38 days | Certifications: ISO9001 | Last Audit: 2023-06-21 | Active Disruption: Seasonal flood risk | Quarter: Q1-2024"
"Purchase Order PO-11256 | Supplier: Lima Polymer Sa (ID: SUP-096) | Region: LATAM | Country: Peru | Tier: Tier-3 | Risk Level: High | Product Category: Raw Materials | SKU: SKU-RM-1227 | PO Value: $636,365.32 | Units Ordered: 60491 | Units Delivered On Time: 38532 | Units Rejected: 2135 | OTD Rate: 63.7% | Defect Rate: 3.53% | Compliance Score: 66 | Sustainability Score: 51 | Lead Time: 35 days | Certifications: ISO9001 | Last Audit: 2023-07-02 | Active Disruption: Audit overdue; compliance review | Quarter: Q2-2024"
"Purchase Order PO-11257 | Supplier: Amapola Fibras (ID: SUP-097) | Region: LATAM | Country: Chile | Tier: Tier-2 | Risk Level: High | Product Category: Industrial Textiles | SKU: SKU-IT-1173 | PO Value: $41,253.03 | Units Ordered: 18837 | Units Delivered On Time: 16294 | Units Rejected: 235 | OTD Rate: 86.5% | Defect Rate: 1.25% | Compliance Score: 86 | Sustainability Score: 55 | Lead Time: 37 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2023-06-09 | Active Disruption: Labour strike risk | Quarter: Q1-2023"
"Purchase Order PO-11258 | Supplier: Cobre Del Sur Sa (ID: SUP-098) | Region: LATAM | Country: Chile | Tier: Tier-2 | Risk Level: Medium | Product Category: Specialty Alloys | SKU: SKU-SA-1206 | PO Value: $156,761.52 | Units Ordered: 9582 | Units Delivered On Time: 8777 | Units Rejected: 137 | OTD Rate: 91.6% | Defect Rate: 1.44% | Compliance Score: 74 | Sustainability Score: 85 | Lead Time: 19 days | Certifications: ISO9001 | Last Audit: 2023-03-12 | Active Disruption: Regulatory audit pending | Quarter: Q2-2024"
"Purchase Order PO-11259 | Supplier: Santiago Pack Corp (ID: SUP-099) | Region: LATAM | Country: Chile | Tier: Tier-2 | Risk Level: Medium | Product Category: Packaging Materials | SKU: SKU-PM-1272 | PO Value: $138,038.64 | Units Ordered: 50014 | Units Delivered On Time: 40761 | Units Rejected: 655 | OTD Rate: 81.5% | Defect Rate: 1.31% | Compliance Score: 82 | Sustainability Score: 50 | Lead Time: 32 days | Certifications: FSC;ISO9001 | Last Audit: 2024-06-21 | Active Disruption: Port congestion risk | Quarter: Q1-2024"
"Purchase Order PO-11260 | Supplier: Orinoco Pack Sapi (ID: SUP-100) | Region: LATAM | Country: Venezuela | Tier: Tier-3 | Risk Level: Medium | Product Category: Packaging Materials | SKU: SKU-PM-1273 | PO Value: $94,050.72 | Units Ordered: 28674 | Units Delivered On Time: 21992 | Units Rejected: 708 | OTD Rate: 76.7% | Defect Rate: 2.47% | Compliance Score: 69 | Sustainability Score: 61 | Lead Time: 32 days | Certifications: ISO9001 | Last Audit: 2023-01-07 | Active Disruption: Geopolitical tension flag | Quarter: Q3-2024"
